date,ChatGPT,OpenAI,GPT-3,Artificial_intelligence,Sam_Altman
2021-08-25,0.0,1344.0,2880.0,12287.0,363.0
2021-08-26,0.0,1277.0,2296.0,10718.0,342.0
2021-08-27,0.0,1105.0,2812.0,9616.0,322.0
2021-08-28,0.0,1091.0,1962.0,9650.0,242.0
2021-08-29,0.0,1388.0,2032.0,9696.0,381.0
2021-08-30,0.0,1586.0,2641.0,10206.0,431.0
2021-08-31,0.0,1365.0,2494.0,10823.0,428.0
2021-09-01,0.0,1208.0,2157.0,11079.0,390.0
2021-09-02,0.0,1186.0,2215.0,9339.0,356.0
2021-09-03,0.0,1039.0,1898.0,10167.0,355.0
2021-09-04,0.0,1075.0,1493.0,9949.0,299.0
2021-09-05,0.0,1081.0,1517.0,9264.0,396.0
2021-09-06,0.0,1385.0,1857.0,11810.0,476.0
2021-09-07,0.0,1363.0,2087.0,12796.0,514.0
2021-09-08,0.0,1207.0,2229.0,12461.0,444.0
2021-09-09,0.0,1237.0,2409.0,11990.0,541.0
2021-09-10,0.0,1176.0,2293.0,10784.0,501.0
2021-09-11,0.0,988.0,1748.0,10230.0,331.0
2021-09-12,0.0,1153.0,1964.0,9870.0,339.0
2021-09-13,0.0,1304.0,2545.0,13124.0,414.0
2021-09-14,0.0,1210.0,2293.0,13028.0,411.0
2021-09-15,0.0,1240.0,2198.0,12151.0,587.0
2021-09-16,0.0,1530.0,2279.0,12188.0,723.0
2021-09-17,0.0,1545.0,2164.0,11279.0,424.0
2021-09-18,0.0,1042.0,1511.0,10275.0,320.0
2021-09-19,0.0,1136.0,1575.0,9592.0,504.0
2021-09-20,0.0,1093.0,1974.0,12844.0,419.0
2021-09-21,0.0,1203.0,2179.0,13018.0,451.0
2021-09-22,0.0,1209.0,2158.0,12945.0,452.0
2021-09-23,0.0,1258.0,4289.0,12372.0,367.0
2021-09-24,0.0,1533.0,2129.0,11013.0,374.0
2021-09-25,0.0,1453.0,1406.0,10881.0,297.0
2021-09-26,0.0,1133.0,1391.0,11715.0,319.0
2021-09-27,0.0,1273.0,1921.0,13688.0,449.0
2021-09-28,0.0,1236.0,1992.0,13613.0,350.0
2021-09-29,0.0,1192.0,2045.0,13436.0,365.0
2021-09-30,0.0,1320.0,2209.0,13432.0,400.0
2021-10-01,0.0,1059.0,1866.0,13218.0,320.0
2021-10-02,0.0,929.0,1276.0,13906.0,280.0
2021-10-03,0.0,1008.0,1339.0,13679.0,516.0
2021-10-04,0.0,1246.0,1885.0,14277.0,621.0
2021-10-05,0.0,1166.0,1890.0,16203.0,342.0
2021-10-06,0.0,1064.0,1890.0,14946.0,379.0
2021-10-07,0.0,1125.0,1748.0,14062.0,381.0
2021-10-08,0.0,1127.0,1819.0,12869.0,318.0
2021-10-09,0.0,987.0,1081.0,9759.0,338.0
2021-10-10,0.0,966.0,1493.0,11448.0,326.0
2021-10-11,0.0,1158.0,2049.0,13741.0,326.0
2021-10-12,0.0,1259.0,2005.0,12460.0,412.0
2021-10-13,0.0,1181.0,1858.0,12053.0,422.0
2021-10-14,0.0,1180.0,1781.0,11650.0,322.0
2021-10-15,0.0,947.0,1620.0,8853.0,298.0
2021-10-16,0.0,833.0,1110.0,8987.0,227.0
2021-10-17,0.0,905.0,1287.0,10790.0,245.0
2021-10-18,0.0,1079.0,1611.0,12617.0,361.0
2021-10-19,0.0,1116.0,1683.0,10983.0,357.0
2021-10-20,0.0,1146.0,1743.0,7484.0,461.0
2021-10-21,0.0,1263.0,1772.0,7512.0,1523.0
2021-10-22,0.0,1214.0,1415.0,7297.0,1565.0
2021-10-23,0.0,1112.0,1016.0,6514.0,1134.0
2021-10-24,0.0,1065.0,1140.0,6592.0,1172.0
2021-10-25,0.0,1361.0,1713.0,8534.0,791.0
2021-10-26,0.0,1704.0,2019.0,9000.0,914.0
2021-10-27,0.0,1682.0,2021.0,8892.0,601.0
2021-10-28,0.0,1526.0,2184.0,8747.0,538.0
2021-10-29,0.0,1463.0,1710.0,7881.0,543.0
2021-10-30,0.0,1361.0,1194.0,6652.0,485.0
2021-10-31,0.0,1198.0,1228.0,6539.0,367.0
2021-11-01,0.0,1644.0,1612.0,8311.0,409.0
2021-11-02,0.0,1864.0,2159.0,8163.0,385.0
2021-11-03,0.0,1595.0,2078.0,7471.0,351.0
2021-11-04,0.0,1494.0,1885.0,6968.0,337.0
2021-11-05,0.0,1420.0,1819.0,8669.0,1462.0
2021-11-06,0.0,1286.0,1265.0,8024.0,841.0
2021-11-07,0.0,1529.0,1542.0,8810.0,904.0
2021-11-08,0.0,1818.0,3459.0,11339.0,942.0
2021-11-09,0.0,1665.0,1902.0,11575.0,791.0
2021-11-10,0.0,1357.0,1839.0,11389.0,632.0
2021-11-11,0.0,1594.0,1823.0,10160.0,624.0
2021-11-12,0.0,1299.0,1658.0,9905.0,450.0
2021-11-13,0.0,1195.0,1248.0,8664.0,384.0
2021-11-14,0.0,1284.0,1255.0,9188.0,452.0
2021-11-15,0.0,1511.0,1750.0,11392.0,419.0
2021-11-16,0.0,1345.0,1855.0,11640.0,451.0
2021-11-17,0.0,1379.0,1821.0,11691.0,503.0
2021-11-18,0.0,1395.0,2340.0,12192.0,513.0
2021-11-19,0.0,1621.0,2921.0,10814.0,616.0
2021-11-20,0.0,1355.0,1959.0,9965.0,466.0
2021-11-21,0.0,1428.0,1992.0,10209.0,478.0
2021-11-22,0.0,1637.0,3001.0,12324.0,570.0
2021-11-23,0.0,1517.0,2790.0,12045.0,474.0
2021-11-24,0.0,1371.0,2615.0,11653.0,497.0
2021-11-25,0.0,1246.0,1953.0,11034.0,388.0
2021-11-26,0.0,1034.0,1773.0,10249.0,363.0
2021-11-27,0.0,1051.0,1396.0,8890.0,327.0
2021-11-28,0.0,1078.0,1546.0,9561.0,399.0
2021-11-29,0.0,1323.0,2109.0,11250.0,654.0
2021-11-30,0.0,1396.0,2341.0,11581.0,585.0
2021-12-01,0.0,1238.0,2247.0,11271.0,460.0
2021-12-02,0.0,1363.0,2296.0,11595.0,624.0
2021-12-03,0.0,1257.0,2157.0,10643.0,505.0
2021-12-04,0.0,1068.0,1454.0,8996.0,363.0
2021-12-05,0.0,1061.0,1470.0,8996.0,406.0
2021-12-06,0.0,1298.0,2045.0,11288.0,412.0
2021-12-07,0.0,1346.0,2141.0,11356.0,415.0
2021-12-08,0.0,1471.0,2058.0,11115.0,429.0
2021-12-09,0.0,1295.0,2218.0,10922.0,411.0
2021-12-10,0.0,1292.0,2314.0,9513.0,351.0
2021-12-11,0.0,1196.0,1990.0,8791.0,348.0
2021-12-12,0.0,1210.0,2063.0,9125.0,345.0
2021-12-13,0.0,1642.0,2362.0,11095.0,483.0
2021-12-14,0.0,1883.0,2648.0,11375.0,510.0
2021-12-15,0.0,1659.0,2952.0,11429.0,474.0
2021-12-16,0.0,1649.0,2783.0,10446.0,488.0
2021-12-17,0.0,1337.0,2142.0,9301.0,361.0
2021-12-18,0.0,1255.0,1498.0,8288.0,308.0
2021-12-19,0.0,1190.0,1778.0,8683.0,356.0
2021-12-20,0.0,1311.0,1866.0,10340.0,495.0
2021-12-21,0.0,1336.0,1730.0,9533.0,546.0
2021-12-22,0.0,1269.0,1763.0,9554.0,383.0
2021-12-23,0.0,1361.0,1901.0,10243.0,385.0
2021-12-24,0.0,997.0,1091.0,7947.0,291.0
2021-12-25,0.0,1003.0,1127.0,7035.0,285.0
2021-12-26,0.0,1081.0,1298.0,7917.0,318.0
2021-12-27,0.0,1203.0,1370.0,9662.0,363.0
2021-12-28,0.0,1385.0,1433.0,9819.0,342.0
2021-12-29,0.0,1535.0,1399.0,9743.0,470.0
2021-12-30,0.0,1489.0,1321.0,9085.0,435.0
2021-12-31,0.0,1071.0,1026.0,7824.0,380.0
2022-01-01,0.0,1245.0,1203.0,7553.0,343.0
2022-01-02,0.0,1237.0,1294.0,9174.0,451.0
2022-01-03,0.0,1407.0,1962.0,11049.0,455.0
2022-01-04,0.0,1558.0,1845.0,11559.0,395.0
2022-01-05,0.0,1473.0,1788.0,12179.0,398.0
2022-01-06,0.0,1481.0,1801.0,11528.0,395.0
2022-01-07,0.0,1290.0,1679.0,11253.0,450.0
2022-01-08,0.0,1228.0,1269.0,11533.0,422.0
2022-01-09,0.0,1100.0,1480.0,12123.0,396.0
2022-01-10,0.0,1383.0,1843.0,14103.0,409.0
2022-01-11,0.0,1329.0,1793.0,13382.0,516.0
2022-01-12,0.0,1326.0,1908.0,12981.0,508.0
2022-01-13,0.0,1339.0,1930.0,12443.0,520.0
2022-01-14,0.0,1297.0,1643.0,9939.0,481.0
2022-01-15,0.0,1120.0,1134.0,9210.0,367.0
2022-01-16,0.0,1163.0,1269.0,9494.0,450.0
2022-01-17,0.0,1207.0,1724.0,13127.0,416.0
2022-01-18,0.0,1279.0,1866.0,13348.0,477.0
2022-01-19,0.0,1174.0,1864.0,13535.0,462.0
2022-01-20,0.0,1262.0,1869.0,13801.0,433.0
2022-01-21,0.0,1239.0,1631.0,11480.0,405.0
2022-01-22,0.0,1052.0,1275.0,10040.0,365.0
2022-01-23,0.0,1108.0,1344.0,10298.0,361.0
2022-01-24,0.0,1300.0,2004.0,12742.0,427.0
2022-01-25,0.0,1338.0,2149.0,12468.0,424.0
2022-01-26,0.0,1289.0,2000.0,11794.0,424.0
2022-01-27,0.0,1749.0,1972.0,11156.0,818.0
2022-01-28,0.0,1495.0,1813.0,10642.0,580.0
2022-01-29,0.0,1251.0,1255.0,9382.0,630.0
2022-01-30,0.0,1150.0,1489.0,9232.0,776.0
2022-01-31,0.0,1304.0,2271.0,11541.0,474.0
2022-02-01,0.0,1377.0,1772.0,11123.0,603.0
2022-02-02,0.0,1531.0,2175.0,11623.0,600.0
2022-02-03,0.0,1630.0,2247.0,11160.0,576.0
2022-02-04,0.0,1527.0,2162.0,11651.0,948.0
2022-02-05,0.0,1332.0,1581.0,9825.0,970.0
2022-02-06,0.0,1293.0,1803.0,9985.0,690.0
2022-02-07,0.0,1383.0,2001.0,12567.0,602.0
2022-02-08,0.0,1309.0,1908.0,12462.0,537.0
2022-02-09,0.0,1222.0,2129.0,12333.0,462.0
2022-02-10,0.0,1312.0,2070.0,12122.0,416.0
2022-02-11,0.0,1464.0,2075.0,11315.0,436.0
2022-02-12,0.0,1454.0,1668.0,9537.0,411.0
2022-02-13,0.0,1368.0,1978.0,9998.0,641.0
2022-02-14,0.0,1610.0,2388.0,12913.0,707.0
2022-02-15,0.0,1545.0,2028.0,14362.0,529.0
2022-02-16,0.0,1296.0,1899.0,12743.0,435.0
2022-02-17,0.0,1211.0,1926.0,15858.0,683.0
2022-02-18,0.0,1132.0,2261.0,13865.0,571.0
2022-02-19,0.0,1002.0,1400.0,14629.0,403.0
2022-02-20,0.0,974.0,1465.0,15118.0,414.0
2022-02-21,0.0,1192.0,1645.0,19330.0,483.0
2022-02-22,0.0,1103.0,1821.0,17682.0,353.0
2022-02-23,0.0,1074.0,1827.0,16764.0,400.0
2022-02-24,0.0,938.0,1575.0,17949.0,291.0
2022-02-25,0.0,850.0,1434.0,16639.0,288.0
2022-02-26,0.0,759.0,1044.0,17181.0,229.0
2022-02-27,0.0,1051.0,1019.0,15918.0,244.0
2022-02-28,0.0,1123.0,1465.0,19862.0,353.0
2022-03-01,0.0,1130.0,1439.0,19622.0,288.0
2022-03-02,0.0,1003.0,1452.0,17177.0,287.0
2022-03-03,0.0,1001.0,1443.0,16551.0,303.0
2022-03-04,0.0,807.0,1388.0,15457.0,274.0
2022-03-05,0.0,837.0,1003.0,11524.0,192.0
2022-03-06,0.0,831.0,1172.0,13477.0,224.0
2022-03-07,0.0,964.0,1518.0,15716.0,256.0
2022-03-08,0.0,980.0,1705.0,17010.0,253.0
2022-03-09,0.0,916.0,1694.0,17015.0,243.0
2022-03-10,0.0,1323.0,1730.0,15800.0,775.0
2022-03-11,0.0,1422.0,1520.0,16398.0,455.0
2022-03-12,0.0,999.0,934.0,14739.0,285.0
2022-03-13,0.0,965.0,1004.0,13837.0,289.0
2022-03-14,0.0,1238.0,1715.0,17831.0,366.0
2022-03-15,0.0,1220.0,1698.0,17654.0,350.0
2022-03-16,0.0,1175.0,1810.0,17216.0,357.0
2022-03-17,0.0,1089.0,1527.0,14490.0,374.0
2022-03-18,0.0,936.0,1499.0,13685.0,306.0
2022-03-19,0.0,891.0,1074.0,14223.0,291.0
2022-03-20,0.0,934.0,1058.0,15911.0,874.0
2022-03-21,0.0,1268.0,1843.0,19656.0,1709.0
2022-03-22,0.0,1083.0,2044.0,18685.0,706.0
2022-03-23,0.0,1171.0,1781.0,19345.0,513.0
2022-03-24,0.0,1189.0,1686.0,15718.0,498.0
2022-03-25,0.0,874.0,1463.0,13772.0,420.0
2022-03-26,0.0,835.0,955.0,10936.0,286.0
2022-03-27,0.0,1043.0,1226.0,12096.0,367.0
2022-03-28,0.0,1250.0,1674.0,14377.0,447.0
2022-03-29,0.0,1235.0,1800.0,15160.0,363.0
2022-03-30,0.0,1155.0,1930.0,13656.0,431.0
2022-03-31,0.0,1103.0,1747.0,13782.0,397.0
2022-04-01,0.0,970.0,1712.0,11980.0,345.0
2022-04-02,0.0,867.0,1141.0,11323.0,261.0
2022-04-03,0.0,884.0,1130.0,11848.0,359.0
2022-04-04,0.0,1401.0,1612.0,14892.0,451.0
2022-04-05,0.0,1878.0,1827.0,15965.0,438.0
2022-04-06,0.0,2348.0,2000.0,17209.0,1200.0
2022-04-07,0.0,3406.0,2468.0,15685.0,1418.0
2022-04-08,0.0,2665.0,1967.0,13571.0,854.0
2022-04-09,0.0,3061.0,1585.0,14490.0,586.0
2022-04-10,0.0,2537.0,1644.0,12361.0,643.0
2022-04-11,0.0,2600.0,2175.0,15035.0,732.0
2022-04-12,0.0,2340.0,2572.0,15446.0,652.0
2022-04-13,0.0,2110.0,2763.0,13806.0,536.0
2022-04-14,0.0,3648.0,2171.0,14003.0,829.0
2022-04-15,0.0,3854.0,1873.0,12931.0,791.0
2022-04-16,0.0,2773.0,1723.0,12711.0,627.0
2022-04-17,0.0,2708.0,2695.0,13453.0,766.0
2022-04-18,0.0,2756.0,2863.0,18370.0,744.0
2022-04-19,0.0,2566.0,3211.0,16294.0,561.0
2022-04-20,0.0,2432.0,3376.0,17567.0,513.0
2022-04-21,0.0,2870.0,3425.0,15426.0,625.0
2022-04-22,0.0,2778.0,3441.0,14307.0,665.0
2022-04-23,0.0,2543.0,2130.0,13778.0,601.0
2022-04-24,0.0,2441.0,2167.0,13631.0,532.0
2022-04-25,0.0,6445.0,2749.0,17522.0,842.0
2022-04-26,0.0,10082.0,2992.0,17074.0,916.0
2022-04-27,0.0,6420.0,2695.0,17194.0,767.0
2022-04-28,0.0,5098.0,2486.0,16729.0,718.0
2022-04-29,0.0,3816.0,2700.0,16252.0,618.0
2022-04-30,0.0,3037.0,1902.0,12179.0,499.0
2022-05-01,0.0,2905.0,2036.0,12803.0,557.0
2022-05-02,0.0,2758.0,2270.0,16835.0,584.0
2022-05-03,0.0,2916.0,2557.0,13693.0,646.0
2022-05-04,0.0,2492.0,2872.0,16326.0,673.0
2022-05-05,0.0,2379.0,2457.0,15662.0,643.0
2022-05-06,0.0,2225.0,2295.0,14968.0,587.0
2022-05-07,0.0,1877.0,1535.0,12318.0,411.0
2022-05-08,0.0,2206.0,1774.0,13434.0,457.0
2022-05-09,0.0,2346.0,2270.0,16278.0,500.0
2022-05-10,0.0,2129.0,2429.0,14593.0,480.0
2022-05-11,0.0,2042.0,2432.0,15619.0,482.0
2022-05-12,0.0,2004.0,2507.0,15107.0,467.0
2022-05-13,0.0,1849.0,1967.0,13003.0,416.0
2022-05-14,0.0,1519.0,1212.0,11834.0,384.0
2022-05-15,0.0,1494.0,1386.0,12550.0,359.0
2022-05-16,0.0,1786.0,2067.0,14644.0,444.0
2022-05-17,0.0,3348.0,2179.0,13680.0,708.0
2022-05-18,0.0,2355.0,1871.0,13384.0,568.0
2022-05-19,0.0,1994.0,2025.0,13764.0,577.0
2022-05-20,0.0,1987.0,1917.0,14299.0,424.0
2022-05-21,0.0,1639.0,1353.0,12464.0,580.0
2022-05-22,0.0,1617.0,1617.0,11123.0,478.0
2022-05-23,0.0,1638.0,2264.0,13673.0,426.0
2022-05-24,0.0,1828.0,2410.0,15040.0,493.0
2022-05-25,0.0,1860.0,2203.0,14409.0,527.0
2022-05-26,0.0,1929.0,2110.0,14143.0,546.0
2022-05-27,0.0,1560.0,1791.0,14555.0,432.0
2022-05-28,0.0,1253.0,1405.0,12181.0,350.0
2022-05-29,0.0,1329.0,1686.0,11790.0,407.0
2022-05-30,0.0,1553.0,2225.0,14701.0,371.0
2022-05-31,0.0,1725.0,2167.0,15470.0,417.0
2022-06-01,0.0,1822.0,2198.0,15197.0,749.0
2022-06-02,0.0,1910.0,2450.0,14022.0,478.0
2022-06-03,0.0,1737.0,2190.0,12122.0,531.0
2022-06-04,0.0,1699.0,1527.0,12497.0,509.0
2022-06-05,0.0,1581.0,1634.0,12764.0,425.0
2022-06-06,0.0,1862.0,2453.0,14683.0,505.0
2022-06-07,0.0,2076.0,2664.0,14119.0,516.0
2022-06-08,0.0,2053.0,2673.0,14223.0,512.0
2022-06-09,0.0,2505.0,2860.0,13248.0,444.0
2022-06-10,0.0,2611.0,2914.0,13259.0,511.0
2022-06-11,0.0,2203.0,2318.0,12829.0,466.0
2022-06-12,0.0,2418.0,3423.0,14063.0,528.0
2022-06-13,0.0,2971.0,4297.0,17525.0,541.0
2022-06-14,0.0,3026.0,4993.0,15778.0,601.0
2022-06-15,0.0,2708.0,4190.0,15663.0,525.0
2022-06-16,0.0,2628.0,3781.0,15745.0,609.0
2022-06-17,0.0,2529.0,3530.0,13983.0,565.0
2022-06-18,0.0,2751.0,3530.0,12357.0,561.0
2022-06-19,0.0,2418.0,2907.0,13411.0,527.0
2022-06-20,0.0,3082.0,3624.0,16393.0,701.0
2022-06-21,0.0,3606.0,3587.0,16640.0,803.0
2022-06-22,0.0,3371.0,3789.0,16622.0,796.0
2022-06-23,0.0,2854.0,3585.0,15145.0,745.0
2022-06-24,0.0,2288.0,2797.0,12490.0,589.0
2022-06-25,0.0,1975.0,1969.0,10748.0,457.0
2022-06-26,0.0,1683.0,2248.0,11500.0,485.0
2022-06-27,0.0,2358.0,2677.0,13874.0,585.0
2022-06-28,0.0,2308.0,2826.0,14048.0,551.0
2022-06-29,0.0,1961.0,2457.0,13694.0,526.0
2022-06-30,0.0,1802.0,2217.0,12840.0,586.0
2022-07-01,0.0,1733.0,2506.0,12896.0,545.0
2022-07-02,0.0,1539.0,1912.0,10778.0,362.0
2022-07-03,0.0,1561.0,1830.0,12051.0,417.0
2022-07-04,0.0,1739.0,2170.0,14087.0,420.0
2022-07-05,0.0,1755.0,2306.0,12441.0,588.0
2022-07-06,0.0,1853.0,2192.0,12431.0,622.0
2022-07-07,0.0,3358.0,2284.0,13436.0,819.0
2022-07-08,0.0,2149.0,2026.0,11702.0,502.0
2022-07-09,0.0,2012.0,1644.0,11060.0,449.0
2022-07-10,0.0,1808.0,2167.0,10409.0,538.0
2022-07-11,0.0,1998.0,3083.0,13133.0,576.0
2022-07-12,0.0,2016.0,2526.0,13718.0,539.0
2022-07-13,0.0,2513.0,2468.0,12026.0,628.0
2022-07-14,0.0,2299.0,2102.0,11616.0,693.0
2022-07-15,0.0,2205.0,2022.0,11561.0,587.0
2022-07-16,0.0,1848.0,1584.0,11350.0,447.0
2022-07-17,0.0,1731.0,1468.0,11109.0,504.0
2022-07-18,0.0,2041.0,2180.0,13066.0,524.0
2022-07-19,0.0,2043.0,2109.0,13372.0,507.0
2022-07-20,0.0,2379.0,2281.0,12692.0,584.0
2022-07-21,0.0,2638.0,2254.0,13931.0,646.0
2022-07-22,0.0,2216.0,1980.0,13167.0,596.0
2022-07-23,0.0,1786.0,1583.0,10826.0,555.0
2022-07-24,0.0,1978.0,1830.0,11597.0,538.0
2022-07-25,0.0,2440.0,2199.0,13959.0,701.0
2022-07-26,0.0,2251.0,2254.0,15603.0,586.0
2022-07-27,0.0,2057.0,2145.0,16599.0,645.0
2022-07-28,0.0,2049.0,2141.0,16426.0,630.0
2022-07-29,0.0,2101.0,2072.0,14290.0,551.0
2022-07-30,0.0,2103.0,1731.0,11956.0,515.0
2022-07-31,0.0,1732.0,1846.0,11975.0,510.0
2022-08-01,0.0,1991.0,2137.0,14797.0,599.0
2022-08-02,0.0,1803.0,1928.0,14789.0,666.0
2022-08-03,0.0,2555.0,2115.0,14585.0,609.0
2022-08-04,0.0,1962.0,2069.0,14542.0,624.0
2022-08-05,0.0,1825.0,2024.0,13481.0,666.0
2022-08-06,0.0,1658.0,1860.0,14037.0,627.0
2022-08-07,0.0,1772.0,1694.0,14047.0,558.0
2022-08-08,0.0,2037.0,2022.0,16941.0,604.0
2022-08-09,0.0,2359.0,2104.0,18688.0,659.0
2022-08-10,0.0,2283.0,1987.0,17139.0,666.0
2022-08-11,0.0,1833.0,2118.0,14334.0,554.0
2022-08-12,0.0,1688.0,1759.0,12789.0,561.0
2022-08-13,0.0,1430.0,1251.0,11497.0,477.0
2022-08-14,0.0,1986.0,1312.0,14880.0,508.0
2022-08-15,0.0,2503.0,2054.0,16578.0,642.0
2022-08-16,0.0,2511.0,1990.0,17031.0,1009.0
2022-08-17,0.0,2700.0,1951.0,17636.0,938.0
2022-08-18,0.0,2360.0,1809.0,18259.0,733.0
2022-08-19,0.0,2222.0,1849.0,16702.0,703.0
2022-08-20,0.0,1779.0,1592.0,13332.0,551.0
2022-08-21,0.0,1917.0,2086.0,13410.0,507.0
2022-08-22,0.0,2597.0,2493.0,16858.0,592.0
2022-08-23,0.0,2318.0,2383.0,16699.0,615.0
2022-08-24,0.0,2229.0,2275.0,15275.0,601.0
2022-08-25,0.0,2311.0,2316.0,16459.0,536.0
2022-08-26,0.0,2189.0,1985.0,14663.0,506.0
2022-08-27,0.0,1740.0,1356.0,14782.0,428.0
2022-08-28,0.0,1853.0,1432.0,14195.0,429.0
2022-08-29,0.0,2624.0,2068.0,16736.0,893.0
2022-08-30,0.0,2588.0,2166.0,17909.0,695.0
2022-08-31,0.0,2442.0,2202.0,16413.0,649.0
2022-09-01,0.0,2043.0,2264.0,18069.0,567.0
2022-09-02,0.0,1983.0,2297.0,16793.0,454.0
2022-09-03,0.0,1622.0,1558.0,14732.0,454.0
2022-09-04,0.0,1544.0,1465.0,15288.0,522.0
2022-09-05,0.0,2086.0,1813.0,18364.0,478.0
2022-09-06,0.0,2056.0,2272.0,19636.0,589.0
2022-09-07,0.0,2252.0,2066.0,18890.0,596.0
2022-09-08,0.0,1704.0,2121.0,18473.0,573.0
2022-09-09,0.0,1433.0,1746.0,16456.0,473.0
2022-09-10,0.0,1425.0,1319.0,15340.0,419.0
2022-09-11,0.0,1341.0,1454.0,14929.0,378.0
2022-09-12,0.0,1630.0,2129.0,18321.0,536.0
2022-09-13,0.0,1654.0,2351.0,17715.0,556.0
2022-09-14,0.0,1761.0,2216.0,18663.0,547.0
2022-09-15,0.0,1813.0,2246.0,18703.0,636.0
2022-09-16,0.0,1948.0,2286.0,17778.0,553.0
2022-09-17,0.0,1582.0,1742.0,16176.0,415.0
2022-09-18,0.0,1656.0,1901.0,15084.0,514.0
2022-09-19,0.0,2061.0,2429.0,17861.0,564.0
2022-09-20,0.0,2171.0,2525.0,20867.0,680.0
2022-09-21,0.0,2172.0,2206.0,23425.0,641.0
2022-09-22,0.0,2108.0,2119.0,24732.0,617.0
2022-09-23,0.0,2016.0,1988.0,23514.0,708.0
2022-09-24,0.0,1874.0,2138.0,18726.0,900.0
2022-09-25,0.0,1877.0,1788.0,17332.0,1081.0
2022-09-26,0.0,2089.0,2170.0,21048.0,1247.0
2022-09-27,0.0,2163.0,2126.0,20427.0,1132.0
2022-09-28,0.0,2220.0,2283.0,18924.0,1002.0
2022-09-29,0.0,2983.0,2206.0,17935.0,1139.0
2022-09-30,0.0,2319.0,2052.0,16299.0,832.0
2022-10-01,0.0,2498.0,1473.0,14978.0,741.0
2022-10-02,0.0,2186.0,1460.0,12898.0,811.0
2022-10-03,0.0,2589.0,2001.0,16880.0,864.0
2022-10-04,0.0,2554.0,2194.0,17143.0,776.0
2022-10-05,0.0,2733.0,2179.0,15571.0,819.0
2022-10-06,0.0,2405.0,2350.0,17039.0,708.0
2022-10-07,0.0,2404.0,2117.0,15650.0,688.0
2022-10-08,0.0,2220.0,1593.0,13570.0,764.0
2022-10-09,0.0,2032.0,1677.0,14072.0,676.0
2022-10-10,0.0,2533.0,2301.0,17672.0,784.0
2022-10-11,0.0,2540.0,2291.0,19253.0,781.0
2022-10-12,0.0,2830.0,2398.0,18608.0,1234.0
